Symbol,SL Multi,TP Multi,EMA Period,ATR Period,Max Hold,Win Rate (%),Profit Factor,Total Trades,PnL Net,Num Wins,Num Losses,Avg Hold (Candles)
MAVIAUSDT,3.0,2.2,10,14,30,73.68,1.63,38,0.0051,28,10,12.5
MAVIAUSDT,3.0,2.2,10,20,30,73.68,1.62,38,0.0049,28,10,12.5
MAVIAUSDT,3.0,2.2,15,10,30,71.43,1.29,28,0.0002,20,8,13.1
MAVIAUSDT,3.0,2.2,15,14,30,75.00,1.63,28,0.0039,21,7,12.5
MAVIAUSDT,3.0,2.2,15,20,30,75.00,1.63,28,0.0037,21,7,12.5
MAVIAUSDT,3.0,2.2,20,10,30,72.73,1.30,22,0.0002,16,6,13.0
MAVIAUSDT,3.0,2.2,20,14,30,72.73,1.30,22,0.0001,16,6,12.9
MAVIAUSDT,3.0,2.2,20,20,30,72.73,1.30,22,0.0000,16,6,12.8
MAVIAUSDT,3.0,2.5,10,10,30,71.05,1.51,38,0.0043,27,11,13.7
MAVIAUSDT,3.0,2.5,10,14,30,71.05,1.50,38,0.0040,27,11,13.8
MAVIAUSDT,3.0,2.5,10,20,30,70.27,1.45,37,0.0031,26,11,14.0
MAVIAUSDT,3.0,2.5,15,10,30,71.43,1.40,28,0.0020,20,8,14.1
MAVIAUSDT,3.0,2.5,15,14,30,71.43,1.40,28,0.0018,20,8,14.2
MAVIAUSDT,3.0,2.5,15,20,30,70.37,1.33,27,0.0009,19,8,14.6
MAVIAUSDT,3.0,2.5,20,10,30,72.73,1.40,22,0.0013,16,6,14.0
MAVIAUSDT,3.0,2.5,20,14,30,72.73,1.39,22,0.0011,16,6,14.0
MAVIAUSDT,3.0,2.5,20,20,30,72.73,1.39,22,0.0011,16,6,13.8
MAVIAUSDT,3.0,3.0,10,10,30,67.57,1.56,37,0.0059,25,12,16.0
MAVIAUSDT,3.0,3.0,10,14,30,67.57,1.55,37,0.0056,25,12,15.9
MAVIAUSDT,3.0,3.0,10,20,30,64.86,1.50,37,0.0045,24,13,16.6
MAVIAUSDT,3.0,3.0,15,10,30,66.67,1.36,27,0.0019,18,9,16.6
MAVIAUSDT,3.0,3.0,15,14,30,66.67,1.36,27,0.0018,18,9,16.5
MAVIAUSDT,3.0,3.0,15,20,30,66.67,1.37,27,0.0018,18,9,16.4
MAVIAUSDT,3.0,3.0,20,10,30,63.64,1.30,22,0.0006,14,8,16.8
MAVIAUSDT,3.0,3.0,20,14,30,68.18,1.44,22,0.0021,15,7,15.5
MAVIAUSDT,3.0,3.0,20,20,30,68.18,1.44,22,0.0020,15,7,15.3
TUTUSDT,2.0,1.7,15,14,30,62.79,2.01,43,0.0017,27,16,8.1
TUTUSDT,2.0,1.7,15,20,30,60.47,1.81,43,0.0013,26,17,8.5
TUTUSDT,2.0,1.7,20,10,30,64.71,2.53,34,0.0020,22,12,8.4
TUTUSDT,2.0,1.7,20,14,30,70.59,3.21,34,0.0025,24,10,8.6
TUTUSDT,2.0,1.7,20,20,30,67.65,2.76,34,0.0021,23,11,8.8
TUTUSDT,2.0,2.0,20,14,30,67.65,3.20,34,0.0029,23,11,9.1
TUTUSDT,2.0,2.0,20,20,30,67.65,3.17,34,0.0028,23,11,9.3
TUTUSDT,2.0,2.2,20,14,30,64.71,3.11,34,0.0031,22,12,10.3
TUTUSDT,2.0,2.2,20,20,30,64.71,3.04,34,0.0029,22,12,10.4
TUTUSDT,2.0,2.5,20,14,30,64.71,3.43,34,0.0036,22,12,10.6
TUTUSDT,2.0,2.5,20,20,30,64.71,3.43,34,0.0036,22,12,10.8
TUTUSDT,2.5,1.7,10,10,30,66.07,1.65,56,0.0014,37,19,10.6
TUTUSDT,2.5,1.7,10,14,30,66.07,1.65,56,0.0014,37,19,10.1
TUTUSDT,2.5,1.7,10,20,30,64.29,1.54,56,0.0011,36,20,10.8
TUTUSDT,2.5,1.7,15,10,30,69.77,2.26,43,0.0022,30,13,10.1
TUTUSDT,2.5,1.7,15,14,30,69.77,2.24,43,0.0022,30,13,9.6
TUTUSDT,2.5,1.7,15,20,30,67.44,2.00,43,0.0018,29,14,10.5
TUTUSDT,2.5,1.7,20,10,30,79.41,4.65,34,0.0034,27,7,9.8
TUTUSDT,2.5,1.7,20,14,30,79.41,4.63,34,0.0033,27,7,9.7
TUTUSDT,2.5,1.7,20,20,30,76.47,3.77,34,0.0029,26,8,10.6
TUTUSDT,2.5,2.0,10,14,30,60.71,1.52,56,0.0012,34,22,11.4
TUTUSDT,2.5,2.0,10,20,30,60.71,1.52,56,0.0012,34,22,12.0
TUTUSDT,2.5,2.0,15,10,30,62.79,1.92,43,0.0020,27,16,11.7
TUTUSDT,2.5,2.0,15,14,30,65.12,2.06,43,0.0022,28,15,10.9
TUTUSDT,2.5,2.0,15,20,30,65.12,2.05,43,0.0022,28,15,11.5
TUTUSDT,2.5,2.0,20,10,30,73.53,3.79,34,0.0035,25,9,11.3
TUTUSDT,2.5,2.0,20,14,30,76.47,4.32,34,0.0037,26,8,10.4
TUTUSDT,2.5,2.0,20,20,30,76.47,4.34,34,0.0037,26,8,11.1
TUTUSDT,2.5,2.2,15,10,30,62.79,2.11,43,0.0026,27,16,11.7
TUTUSDT,2.5,2.2,15,14,30,62.79,2.09,43,0.0025,27,16,11.9
TUTUSDT,2.5,2.2,15,20,30,62.79,2.06,43,0.0024,27,16,12.4
TUTUSDT,2.5,2.2,20,10,30,73.53,4.16,34,0.0041,25,9,11.3
TUTUSDT,2.5,2.2,20,14,30,73.53,4.12,34,0.0039,25,9,11.6
TUTUSDT,2.5,2.2,20,20,30,73.53,4.06,34,0.0038,25,9,12.3
TUTUSDT,2.5,2.5,15,10,30,60.47,2.04,43,0.0027,26,17,12.7
TUTUSDT,2.5,2.5,15,14,30,60.47,2.03,43,0.0026,26,17,12.3
TUTUSDT,2.5,2.5,15,20,30,60.47,2.03,43,0.0026,26,17,13.0
TUTUSDT,2.5,2.5,20,10,30,70.59,3.66,34,0.0041,24,10,12.5
TUTUSDT,2.5,2.5,20,14,30,70.59,3.64,34,0.0040,24,10,12.1
TUTUSDT,2.5,2.5,20,20,30,70.59,3.65,34,0.0040,24,10,13.0
TUTUSDT,2.5,3.0,20,10,30,64.71,3.11,34,0.0042,22,12,14.1
TUTUSDT,2.5,3.0,20,14,30,64.71,3.10,34,0.0041,22,12,14.2
TUTUSDT,2.5,3.0,20,20,30,64.71,3.23,34,0.0039,22,12,14.6
TUTUSDT,3.0,1.7,10,10,30,66.07,1.42,56,0.0008,37,19,12.0
TUTUSDT,3.0,1.7,10,14,30,67.86,1.55,56,0.0012,38,18,11.5
TUTUSDT,3.0,1.7,10,20,30,66.07,1.44,56,0.0008,37,19,11.7
TUTUSDT,3.0,1.7,15,10,30,69.77,1.95,43,0.0018,30,13,11.5
TUTUSDT,3.0,1.7,15,14,30,72.09,2.19,43,0.0022,31,12,10.9
TUTUSDT,3.0,1.7,15,20,30,69.77,1.93,43,0.0018,30,13,11.3
TUTUSDT,3.0,1.7,20,10,30,79.41,4.09,34,0.0032,27,7,10.6
TUTUSDT,3.0,1.7,20,14,30,79.41,4.07,34,0.0031,27,7,10.7
TUTUSDT,3.0,1.7,20,20,30,76.47,3.26,34,0.0027,26,8,11.0
TUTUSDT,3.0,2.0,10,14,30,60.71,1.30,56,0.0004,34,22,13.1
TUTUSDT,3.0,2.0,10,20,30,60.71,1.31,56,0.0004,34,22,13.2
TUTUSDT,3.0,2.0,15,10,30,62.79,1.66,43,0.0015,27,16,13.2
TUTUSDT,3.0,2.0,15,14,30,65.12,1.77,43,0.0017,28,15,12.5
TUTUSDT,3.0,2.0,15,20,30,65.12,1.76,43,0.0017,28,15,12.7
TUTUSDT,3.0,2.0,20,10,30,73.53,3.34,34,0.0033,25,9,12.1
TUTUSDT,3.0,2.0,20,14,30,76.47,3.77,34,0.0035,26,8,11.3
TUTUSDT,3.0,2.0,20,20,30,76.47,3.76,34,0.0035,26,8,11.5
TUTUSDT,3.0,2.2,15,10,30,62.79,1.82,43,0.0021,27,16,13.2
TUTUSDT,3.0,2.2,15,14,30,62.79,1.81,43,0.0020,27,16,13.5
TUTUSDT,3.0,2.2,15,20,30,62.79,1.77,43,0.0019,27,16,13.5
TUTUSDT,3.0,2.2,20,10,30,73.53,3.67,34,0.0038,25,9,12.2
TUTUSDT,3.0,2.2,20,14,30,73.53,3.64,34,0.0037,25,9,12.6
TUTUSDT,3.0,2.2,20,20,30,73.53,3.58,34,0.0036,25,9,12.6
TUTUSDT,3.0,2.5,15,10,30,60.47,1.76,43,0.0021,26,17,14.2
TUTUSDT,3.0,2.5,15,14,30,60.47,1.76,43,0.0021,26,17,14.0
TUTUSDT,3.0,2.5,15,20,30,60.47,1.75,43,0.0021,26,17,14.2
TUTUSDT,3.0,2.5,20,10,30,70.59,3.20,34,0.0038,24,10,13.4
TUTUSDT,3.0,2.5,20,14,30,70.59,3.19,34,0.0038,24,10,13.1
TUTUSDT,3.0,2.5,20,20,30,70.59,3.18,34,0.0037,24,10,13.4
TUTUSDT,3.0,3.0,20,10,30,64.71,2.69,34,0.0038,22,12,15.1
TUTUSDT,3.0,3.0,20,14,30,64.71,2.69,34,0.0037,22,12,15.3
TUTUSDT,3.0,3.0,20,20,30,64.71,2.83,34,0.0036,22,12,15.1
SHELLUSDT,2.0,1.7,10,10,30,62.22,1.40,135,-0.0058,84,51,7.8
SHELLUSDT,2.0,1.7,10,14,30,61.48,1.37,135,-0.0072,83,52,7.8
SHELLUSDT,2.0,1.7,15,10,30,64.29,1.51,84,-0.0019,54,30,8.0
SHELLUSDT,2.0,1.7,15,14,30,64.29,1.52,84,-0.0020,54,30,8.1
SHELLUSDT,2.0,1.7,15,20,30,61.90,1.32,84,-0.0059,52,32,7.5
SHELLUSDT,2.0,1.7,20,10,30,65.08,1.44,63,-0.0025,41,22,8.4
SHELLUSDT,2.0,1.7,20,14,30,65.08,1.45,63,-0.0025,41,22,8.5
SHELLUSDT,2.0,1.7,20,20,30,63.49,1.35,63,-0.0038,40,23,7.7
SHELLUSDT,2.0,2.0,15,10,30,60.71,1.50,84,-0.0010,51,33,9.7
SHELLUSDT,2.0,2.0,15,14,30,61.90,1.57,84,0.0003,52,32,9.2
SHELLUSDT,2.0,2.0,20,10,30,61.90,1.49,63,-0.0007,39,24,9.7
SHELLUSDT,2.0,2.0,20,14,30,63.49,1.59,63,0.0007,40,23,9.1
SHELLUSDT,2.5,1.7,10,10,30,66.92,1.49,133,-0.0017,89,44,9.2
SHELLUSDT,2.5,1.7,10,14,30,65.67,1.40,134,-0.0049,88,46,8.9
SHELLUSDT,2.5,1.7,10,20,30,66.17,1.41,133,-0.0045,88,45,8.4
SHELLUSDT,2.5,1.7,15,10,30,68.29,1.45,82,-0.0022,56,26,9.5
SHELLUSDT,2.5,1.7,15,14,30,67.47,1.41,83,-0.0033,56,27,9.3
SHELLUSDT,2.5,1.7,15,20,30,68.67,1.50,83,-0.0011,57,26,8.8
SHELLUSDT,2.5,1.7,20,10,30,70.49,1.47,61,-0.0015,43,18,10.2
SHELLUSDT,2.5,1.7,20,14,30,69.35,1.41,62,-0.0025,43,19,10.0
SHELLUSDT,2.5,1.7,20,20,30,70.97,1.54,62,-0.0002,44,18,9.2
SHELLUSDT,2.5,2.0,10,10,30,62.12,1.41,132,-0.0028,82,50,11.1
SHELLUSDT,2.5,2.0,10,14,30,63.16,1.48,133,-0.0004,84,49,10.2
SHELLUSDT,2.5,2.0,10,20,30,62.88,1.42,132,-0.0023,83,49,9.8
SHELLUSDT,2.5,2.0,15,10,30,64.63,1.41,82,-0.0022,53,29,11.4
SHELLUSDT,2.5,2.0,15,14,30,65.06,1.44,83,-0.0017,54,29,10.6
SHELLUSDT,2.5,2.0,15,20,30,65.06,1.45,83,-0.0015,54,29,10.0
SHELLUSDT,2.5,2.0,20,10,30,67.21,1.47,61,-0.0005,41,20,11.8
SHELLUSDT,2.5,2.0,20,14,30,67.74,1.50,62,-0.0000,42,20,10.9
SHELLUSDT,2.5,2.0,20,20,30,66.13,1.42,62,-0.0016,41,21,10.4
SHELLUSDT,2.5,2.2,15,10,30,62.96,1.45,81,-0.0005,51,30,12.1
SHELLUSDT,2.5,2.2,15,14,30,62.20,1.42,82,-0.0016,51,31,11.6
SHELLUSDT,2.5,2.2,15,20,30,62.65,1.46,83,-0.0008,52,31,11.3
SHELLUSDT,2.5,2.2,20,10,30,65.00,1.48,60,0.0001,39,21,12.7
SHELLUSDT,2.5,2.2,20,14,30,63.93,1.43,61,-0.0009,39,22,12.1
SHELLUSDT,2.5,2.2,20,20,30,66.13,1.57,62,0.0017,41,21,11.5
SHELLUSDT,2.5,2.5,20,10,30,61.67,1.49,60,0.0013,37,23,13.6
SHELLUSDT,2.5,2.5,20,14,30,62.30,1.56,61,0.0024,38,23,12.8
SHELLUSDT,2.5,2.5,20,20,30,62.30,1.57,61,0.0026,38,23,12.7
SHELLUSDT,3.0,1.7,10,10,30,70.00,1.42,130,-0.0030,91,39,10.1
SHELLUSDT,3.0,1.7,10,14,30,69.77,1.40,129,-0.0042,90,39,10.3
SHELLUSDT,3.0,1.7,10,20,30,72.09,1.52,129,0.0000,93,36,9.9
SHELLUSDT,3.0,1.7,15,10,30,70.73,1.38,82,-0.0034,58,24,10.5
SHELLUSDT,3.0,1.7,15,14,30,70.73,1.39,82,-0.0035,58,24,10.6
SHELLUSDT,3.0,1.7,15,20,30,73.17,1.54,82,0.0000,60,22,10.2
SHELLUSDT,3.0,1.7,20,10,30,73.77,1.46,61,-0.0014,45,16,11.1
SHELLUSDT,3.0,1.7,20,14,30,73.77,1.47,61,-0.0014,45,16,11.3
SHELLUSDT,3.0,1.7,20,20,30,77.05,1.70,61,0.0022,47,14,10.8
SHELLUSDT,3.0,2.0,10,10,30,66.93,1.43,127,-0.0008,85,42,12.3
SHELLUSDT,3.0,2.0,10,14,30,67.19,1.46,128,-0.0000,86,42,11.6
SHELLUSDT,3.0,2.0,10,20,30,68.75,1.52,128,0.0023,88,40,11.5
SHELLUSDT,3.0,2.0,15,10,30,68.29,1.40,82,-0.0020,56,26,12.5
SHELLUSDT,3.0,2.0,15,14,30,68.29,1.41,82,-0.0021,56,26,11.9
SHELLUSDT,3.0,2.0,15,20,30,69.51,1.48,82,-0.0003,57,25,11.8
SHELLUSDT,3.0,2.0,20,10,30,72.13,1.54,61,0.0010,44,17,13.0
SHELLUSDT,3.0,2.0,20,14,30,72.13,1.55,61,0.0009,44,17,12.2
SHELLUSDT,3.0,2.0,20,20,30,72.13,1.55,61,0.0009,44,17,12.5
SHELLUSDT,3.0,2.2,10,10,30,64.29,1.45,126,0.0010,81,45,13.2
SHELLUSDT,3.0,2.2,10,14,30,64.00,1.43,125,-0.0001,80,45,13.2
SHELLUSDT,3.0,2.2,10,20,30,65.35,1.50,127,0.0021,83,44,13.2
SHELLUSDT,3.0,2.2,15,10,30,66.67,1.44,81,-0.0003,54,27,13.2
SHELLUSDT,3.0,2.2,15,14,30,66.67,1.45,81,-0.0003,54,27,13.1
SHELLUSDT,3.0,2.2,15,20,30,67.07,1.49,82,0.0005,55,27,13.1
SHELLUSDT,3.0,2.2,20,10,30,70.00,1.55,60,0.0017,42,18,13.9
SHELLUSDT,3.0,2.2,20,14,30,70.00,1.56,60,0.0017,42,18,13.7
SHELLUSDT,3.0,2.2,20,20,30,72.13,1.71,61,0.0043,44,17,13.6
SHELLUSDT,3.0,2.5,10,10,30,61.60,1.51,125,0.0047,77,48,14.5
SHELLUSDT,3.0,2.5,10,14,30,62.40,1.55,125,0.0060,78,47,14.3
SHELLUSDT,3.0,2.5,10,20,30,62.70,1.55,126,0.0059,79,47,14.3
SHELLUSDT,3.0,2.5,15,10,30,62.96,1.46,81,0.0009,51,30,14.4
SHELLUSDT,3.0,2.5,15,14,30,64.20,1.55,81,0.0030,52,29,14.2
SHELLUSDT,3.0,2.5,15,20,30,64.20,1.55,81,0.0029,52,29,14.3
SHELLUSDT,3.0,2.5,20,10,30,66.67,1.58,60,0.0032,40,20,15.1
SHELLUSDT,3.0,2.5,20,14,30,68.33,1.72,60,0.0054,41,19,14.7
SHELLUSDT,3.0,2.5,20,20,30,68.33,1.73,60,0.0055,41,19,15.0
SHELLUSDT,3.0,3.0,20,10,30,61.02,1.51,59,0.0026,36,23,17.2
SHELLUSDT,3.0,3.0,20,14,30,61.02,1.54,59,0.0031,36,23,17.1
SHELLUSDT,3.0,3.0,20,20,30,61.02,1.54,59,0.0029,36,23,17.2
MOODENGUSDT,2.0,1.7,15,14,30,60.32,1.24,126,-0.0014,76,50,8.5
MOODENGUSDT,2.0,1.7,20,10,30,64.42,1.56,104,0.0009,67,37,7.8
MOODENGUSDT,2.0,1.7,20,14,30,65.38,1.62,104,0.0012,68,36,8.0
MOODENGUSDT,2.0,1.7,20,20,30,64.08,1.53,103,0.0007,66,37,8.2
MOODENGUSDT,2.5,1.7,10,10,30,62.37,1.26,194,-0.0013,121,73,10.6
MOODENGUSDT,2.5,1.7,10,14,30,61.86,1.24,194,-0.0016,120,74,10.4
MOODENGUSDT,2.5,1.7,10,20,30,61.66,1.24,193,-0.0017,119,74,10.5
MOODENGUSDT,2.5,1.7,20,10,30,71.15,1.52,104,0.0010,74,30,8.8
MOODENGUSDT,2.5,1.7,20,14,30,70.19,1.49,104,0.0007,73,31,8.8
MOODENGUSDT,2.5,1.7,20,20,30,68.93,1.47,103,0.0006,71,32,9.0
MOODENGUSDT,2.5,2.0,20,10,30,65.69,1.56,102,0.0016,67,35,11.3
MOODENGUSDT,2.5,2.0,20,14,30,61.76,1.37,102,0.0001,63,39,11.0
MOODENGUSDT,2.5,2.0,20,20,30,62.75,1.44,102,0.0006,64,38,11.0
MOODENGUSDT,2.5,2.2,20,10,30,60.78,1.50,102,0.0012,62,40,12.4
MOODENGUSDT,3.0,1.7,20,10,30,71.84,1.31,103,-0.0003,74,29,9.5
MOODENGUSDT,3.0,1.7,20,14,30,71.84,1.33,103,-0.0002,74,29,9.6
MOODENGUSDT,3.0,1.7,20,20,30,70.59,1.28,102,-0.0005,72,30,9.8
MOODENGUSDT,3.0,2.0,10,10,30,61.05,1.24,190,-0.0009,116,74,13.3
MOODENGUSDT,3.0,2.0,10,14,30,60.85,1.21,189,-0.0016,115,74,13.4
MOODENGUSDT,3.0,2.0,10,20,30,60.32,1.20,189,-0.0018,114,75,13.5
MOODENGUSDT,3.0,2.0,20,10,30,66.34,1.34,101,0.0002,67,34,11.9
MOODENGUSDT,3.0,2.0,20,14,30,64.36,1.24,101,-0.0007,65,36,11.9
MOODENGUSDT,3.0,2.0,20,20,30,64.36,1.25,101,-0.0006,65,36,11.8
MOODENGUSDT,3.0,2.2,20,10,30,61.39,1.28,101,-0.0002,62,39,13.1
MOODENGUSDT,3.0,2.2,20,14,30,61.00,1.29,100,-0.0001,61,39,13.2
MOODENGUSDT,3.0,2.2,20,20,30,61.00,1.30,100,-0.0000,61,39,13.3
AVAAIUSDT,2.5,2.0,20,10,30,61.98,1.24,121,-0.0005,75,46,12.1
AVAAIUSDT,2.5,2.0,20,14,30,61.98,1.22,121,-0.0006,75,46,11.7
AVAAIUSDT,2.5,2.0,20,20,30,61.98,1.21,121,-0.0007,75,46,11.6
AVAAIUSDT,2.5,2.2,20,10,30,61.98,1.36,121,0.0007,75,46,12.4
AVAAIUSDT,2.5,2.2,20,14,30,61.98,1.35,121,0.0005,75,46,12.3
AVAAIUSDT,2.5,2.2,20,20,30,61.98,1.34,121,0.0004,75,46,12.2
AVAAIUSDT,2.5,2.5,20,10,30,60.33,1.47,121,0.0017,73,48,13.4
AVAAIUSDT,2.5,2.5,20,14,30,60.33,1.48,121,0.0017,73,48,13.1
AVAAIUSDT,2.5,2.5,20,20,30,60.33,1.49,121,0.0018,73,48,13.1
AVAAIUSDT,3.0,2.0,20,10,30,64.17,1.24,120,-0.0004,77,43,13.7
AVAAIUSDT,3.0,2.2,20,10,30,64.17,1.36,120,0.0007,77,43,14.0
AVAAIUSDT,3.0,2.2,20,14,30,63.33,1.28,120,0.0000,76,44,13.6
AVAAIUSDT,3.0,2.2,20,20,30,63.03,1.26,119,-0.0001,75,44,13.3
AVAAIUSDT,3.0,2.5,20,10,30,62.50,1.48,120,0.0018,75,45,15.1
AVAAIUSDT,3.0,2.5,20,14,30,61.67,1.40,120,0.0013,74,46,14.5
AVAAIUSDT,3.0,2.5,20,20,30,61.34,1.41,119,0.0013,73,46,14.2
MYROUSDT,3.0,2.0,10,10,30,61.39,1.24,259,-0.0010,159,100,11.6
MYROUSDT,3.0,2.0,10,14,30,60.92,1.24,261,-0.0011,159,102,11.4
MYROUSDT,3.0,2.0,10,20,30,61.07,1.26,262,-0.0010,160,102,11.1
MYROUSDT,3.0,2.0,15,10,30,60.92,1.27,174,-0.0005,106,68,11.9
BRETTUSDT,3.0,2.5,20,14,30,61.32,1.26,106,-0.0009,65,41,14.4
BRETTUSDT,3.0,2.5,20,20,30,60.75,1.25,107,-0.0010,65,42,13.9
